plot,code,coord_x,coord_y,original_name,actual_species,spec_notes,MG_notes,entered_by
MEF_5,-,-,-,Galium boriale,Galium boreale,,,MG
MEF_5,-,-,-,Populus tremuloides,Populus tremuloides,,,MG
MEF_5,-,-,-,Solidago missouriensis,Solidago missouriensis,,,MG
MEF_5,-,-,-,Trifolium pratense,Trifolium pratense,,,MG
MEF_5,-,-,-,Dasiphora fruticosa,Dasiphora fruticosa,,,MG
MEF_5,-,-,-,Rosa woodsii,Rosa woodsii,,,MG
MEF_5,-,-,-,Erigeron glabellus,Erigeron glabellus,,,MG
MEF_5,-,-,-,Geranium richardsonii,Geranium richardsonii,,,MG
MEF_5,-,-,-,Achillea millefolium,Achillea millefolium,,,MG
MEF_5,-,-,-,Antennaria microphylla,Antennaria microphylla,,,MG
MEF_5,-,-,-,Erigeron (glabrous),Erigeron sp,,glabellus?,MG
MEF_5,-,-,-,Iris missouriensis,Iris missouriensis,,,MG
MEF_5,-,-,-,Bromus secalinus,Bromus secalinus,,,MG
MEF_5,-,-,-,Astragalus,Astragalus sp,,,MG
MEF_5,-,-,-,Campanula rotundifolia,Campanula rotundifolia,,,MG
MEF_5,-,-,-,Potentilla hippiana,Potentilla hippiana,,,MG
MEF_5,-,-,-,Agosenis sp,Agonis,,,MG
MEF_5,-,-,-,Erigeron CF divergens,Erigeron divergens,,confirmed divergens?,MG
MEF_5,-,-,-,Allium cernuum,Allium cernuum,,,MG
MEF_5,-,-,-,Koelaria macrantha,Koeleria macrantha,,,MG
MEF_5,-,-,-,Lomatium linearfolium,Lomatium linearifolium,,,MG
MEF_11,-,-,-,Solidago missouriensis,Solidago missouriensis,,,MG
MEF_11,-,-,-,Carex geyeri,Carex geyeri,,,MG
MEF_11,-,-,-,Koelaria macrantha,Koeleria macrantha,,,MG
MEF_11,-,-,-,Allium cernuum,Allium cernuum,,,MG
MEF_11,-,-,-,Lomatium,Lomatium linearifolium,(same as before),,MG
MEF_11,-,-,-,Asteraceae,Asteraceae sp,not ID-able,,MG
MEF_11,-,-,-,Penstemon,Penstemon sp,,,MG
MEF_11,-,-,-,-,MEF11-2,something with hypanthium and 1 style (fruited) MEF 11-2,,MG
MEF_11,-,-,-,Juniperus comunis,Juniperus communis,,,MG
MEF_11,-,-,-,Maianthemum stellatum,Maianthemum stellatum,,,MG
MEF_11,-,-,-,-,MEF11-1,glandular aster MEF 11-1,,MG
